4569	correct	The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.	It was deposited there because it has a lesser mass and therefore is carried farther than all of the other earth materials.
1175	incorrect	Yes, aluminum foil is a metal and all metals conduct. The aluminum foil would complete the circuit.	You can use a piece of aluminum foil because it will connection.
4547	incorrect	The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.	Clay deposited where I indicated because the clay is the lightest in this case.
2338	correct	If the key sticks, the key is iron; if the key does not stick the key is aluminum.	If it is iron it will stick.
274	incorrect	The contour lines are closest together at Q.	Because it is the straightest part.
2625	correct	The mixtures are all clear.	Because they dissolved.
3730	incorrect	The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.	The bulb will no because the other wire is not connected.
4746	correct	When the string is tighter, the pitch will be higher.	The sound will be a high pitch.
21	correct	Elena should include a separate shelter for each lizard.	Another shelter.
3203	incorrect	Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.	Yes. They are both saturated which means they are also concentrated.
3999	correct	The cotyledon provides food for the plant until the plant can make food for itself.	Stores food for the plant in until it can make on its own.
4012	incorrect	As time increases, the speed of light stays the same (remains constant).	This graph tells you how fast the speed of light is.
1056	incorrect	The marbles used by the 2 groups were probably different masses.	Because they are both different.
150	correct	No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.	No because they had less carbon dioxide than the pure sugar did.
2251	incorrect	Different girls are throwing the balls. The girls use different launch techniques. Each girl uses a different type of ball.	When they did not throw the ball the same. When they did not do the same starting position.
4051	incorrect	The crystals were square with Xs on the surface.	Because salt look like little pieces of a crystal.
4771	incorrect	The crystals are the same shape as the alum crystals.	I chose it because that is the only crystal that looks like alum.
4387	incorrect	The shorter the string is, the more the string swings in 15 seconds.  The longer the string is, the less the string swings in 15 seconds.	They each have to be ready to swing.
2691	incorrect	You can see how much time is taken for the earth materials to move.	The information you get from a stream table log that you do not get on a stream table map are the keys that tells you what is what.
1216	incorrect	Lee should put one of the loose wires on one part of the object and the other loose wire on another part of the object and see if the object completes the circuit.	The wire have to be together so it can work so if they out They cannot work.
2453	correct	The circuit is not complete. The electrical pathway is broken.	I chose that answer because it is not a complete circuit.
3546	incorrect	The rubber band vibrates.	Plucking is pull.
2697	correct	So that people notice the sound.	So people can hear.
682	correct	Use a standard unit of mass like grams.	Use gram or standard unit of measurement.
2055	contradictory	The concentrations are the same because both mixtures are saturated.	It is greater than because mixture 4 has more room to dissolve than mixture 5.
2229	correct	Different girls are throwing the balls. The girls use different launch techniques. Each girl uses a different type of ball.	The type of ball they use how they got to the point of where they were supposed to throw the ball.
3698	incorrect	Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.	I now one is same an hard.
2317	contradictory	No. Only one circuit can be complete at a time.	Yes. But all will have to be together.
2637	incorrect	The mixtures are all clear.	I know it is a solid because it has stuff in the but mine.
508	incorrect	The saxophone has the longest and fattest tube.	The low has make the highest sound and the highest make the lower sound.
1166	correct	Yes, aluminum foil is a metal and all metals conduct. The aluminum foil would complete the circuit.	Yes because aluminum foil is different than string and foil is metal.
2587	correct	The launch position (line on the playground) is the variable that is controlled.	Where you throw the ball from.
2972	correct	If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.	If the syringe goes up that means there is acid in the food.
2875	incorrect	A bigger hole puts more water in the stream. Increased flow moves more earth materials, increasing erosion. A steeper slope makes the water flow faster. Faster flow moves more earth materials, increasing erosion.	Because I saw it.
2293	incorrect	The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.	Because you are putting 2 mixtures together so when it starts fizzing that is how you know it is a chemical reaction.
3242	contradictory	Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.	Nathaniel - Because it is wood.
1306	incorrect	Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).	He could filter out the solid. Or evaporate the water.
2096	correct	There is a complete circuit connecting the motor to the D-cell battery.	The energy will go in the motor and go back in the positive.
2333	contradictory	No. Only one circuit can be complete at a time.	Yes she can. Because that is how you have to do it.
2851	correct	Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.	He should pour the acid on it, then if it has bubbles all over it is calcite.
1281	incorrect	20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.	It would be less because it will be smaller than the other solar heater except the 10 centimeters one.
580	contradictory	The motor will continue to run because the motor still has a pathway to the D-cell.	The motor will quit because it is in a series if one thing runs out the rest that are hooked up to it will not work.
4226	correct	Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.	Whichever one has more oil spread out on the paper towel has the most fat.
3474	incorrect	Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.	When they put a piece of plastic bag on the bottom it will heat up a little bit.
3577	incorrect	The rubber band vibrates.	Because you stretch it and then it is tight.
3019	incorrect	The cotyledon provides food for the plant to begin growing.	To store all the food.
3679	correct	As time increases, the number of tree rings also increases.	They are both are increasing.
3819	incorrect	Shadows change during the day because the Earth is turning. The Sun stays in one place.	Because you can see them better and you can mark down the spot your shadow was at.
1599	incorrect	The tree blocks the light from the Sun.	The tree in this picture has a shadow because the tree is something that can be reflected to the ground by the sun, and in this picture, the sun is out.
3496	incorrect	Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.	Dark green is a darker color than yellow, therefore it will heat hotter and faster.
4386	correct	The shorter the string is, the more the string swings in 15 seconds.  The longer the string is, the less the string swings in 15 seconds.	The bigger the length the slower it is the smaller the length is the faster.
3435	contradictory	The black areas in the 2 collectors (and the collectors themselves) are the same size. The amount of heat absorbed will be the same so the temperature change will also be the same.	The reason why I picked less than is because I think that Y is going to contain the different amount after 30 minutes.
3486	correct	Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.	I chose to put the green plastic because if the color is dark then the sun gets attracted to the dark color which makes it heat up faster.
4289	correct	Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.	Hook the wires to the power source.
2630	correct	The mixtures are all clear.	The evidence he has is that it is clear and nothing on bottom to be a solution.
3695	incorrect	Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.	A was the second one behind the second one and B was the one that got rubbed.
1427	incorrect	Rub the minerals together and see which one scratches the other.	Rubbing them together.
2012	incorrect	If the effort is applied farther from the fulcrum, less effort will lift the load.	They both help the scale by weighing the load.
2227	correct	Different girls are throwing the balls. The girls use different launch techniques. Each girl uses a different type of ball.	No one had the same ball and threw the ball differently.
1289	incorrect	Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).	It dissolves and weigh 100 milliliters still.
2733	incorrect	The elytra are used to make sounds.	It is to work and the abdomen?
2232	incorrect	Different girls are throwing the balls. The girls use different launch techniques. Each girl uses a different type of ball.	They do not use the same kind of ball and they get different speeds.
1619	incorrect	The water splashed because the fork was vibrating. Vibrations make sounds.	Because there are vibrations and vibration more and so it was moving in the water so it made it splash.
3754	correct	Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.	Because he knew the bubbles meant carbon dioxide was being formed.
3011	correct	The food contains sugar.	This chemical reaction indicates that there is sugar presence in the sample of the food.
1690	incorrect	Jim would see a clear solution. 3 spoons of solid dissolves, so 2 spoons will dissolve.	Clear, mixture 3 is clear.
2466	correct	The circuit is not complete. The electrical pathway is broken.	I chose no because the circuit is not closed.
1758	correct	The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.	Which one makes a deeper scratch.
4150	correct	The water was evaporated, leaving the salt.	We put the water with the salt in it and put it outside for the water to evaporate.
3510	incorrect	The seed coat protects the seed until the plant begins to grow.	To protect the cotyledon.
1685	correct	If the motor runs, the object is a conductor.	He will know that if the motor runs.
1541	correct	If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.	Because the long one has a lower pitch the littler one has a higher pitch.
1812	incorrect	When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.	That it is going up but at one point it stops and it goes low again.
1449	correct	Rub the minerals together and see which one scratches the other.	Rub them together.
3235	incorrect	Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.	Sammys - Because there are different sounds with Sammy's idea.
815	incorrect	No, string is an insulator, so the pathway would not be completed.	No because it is a String.
2658	incorrect	You can see how much time is taken for the earth materials to move.	What time everything happened.
4174	correct	The water was evaporated, leaving the salt.	We put the water in a clear cup and let it sit and the water evaporated and the salt stayed.
1466	correct	Emily's crystals are the same shape as the alum crystals shown on the key.	I looked at the crystal shape key and it looks most like alum.
2838	incorrect	Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.	Phil should find a rock he thinks has calcite, and put it in a vial with vinegar in it. Then after a while he should pour the vinegar into the shallow dish. After that Phil should let it evaporate. Then Phil should look at what is inside the dish. If it has long, white, needles, then there probably is calcite in that rock.
4302	correct	Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.	Wendy can hook one side of the wire to a switch, and the other side of the wire to the negative side of the D-cell after that get another small wire and hook that to the positive side of the D-cell and to the top of the switch.
979	contradictory	The brass ring would not stick to the nail because the ring is not iron. The nail is a temporary magnet, but brass cannot become a temporary magnet and thus does not stick to magnets.	I think the nail would stick to it because the nail will still have the magnetic force.
290	incorrect	The boat with 0 marbles is the standard in this experiment.	Large paper cup, marble mass.
2143	incorrect	A chemical reaction occurred. [The white solid is a precipitate (a new material) which indicates the reaction.]	A new product that is called a precipitate.
4122	correct	Water will always flow downhill (mountain to valley).	I think that because the water flows down from the mountain first.
2505	incorrect	That circuit is the only circuit that uses all of the correct contact points.	I will work because electricity is going from the positive to the negative.
3134	correct	Compare prints to see if the patterns are the same.	By telling if it is a whorl a loop or an arch.
3007	correct	The food contains sugar.	The chemical indicated carbon dioxide and sugar.
3908	correct	Agree. Vibrations are movements. Vibrations produce sound.	Yes. Because vibration is movement and to create vibration the object has to move to create sound.
951	correct	Water heats up faster when covered.	It tells you that using a cover can make the water hotter because it is trap.
59	contradictory	Yes, they could both be correct. Solubility is not the same for all materials.	No because only a certain amount of solid can dissolve in a certain amount of water. They both got different solubility in the same amount of water which mean somebody did something wrong.
4669	correct	Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.	Overly Orange and Luscious Lemon have more vitamin C because it took only a couple drops to make the indophenol clear.
1722	correct	The bulb will light.	Only the light will light.
2291	incorrect	The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.	Something happened so it is a reaction.
4245	correct	Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.	Anna will know which food has more fat by the grease spots on the brown paper.
1288	contradictory	Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).	The solid will maybe dry up and water will stay the same.
2546	correct	Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.	Topaz would be the hardest because none of the tools could scratch it and at least one tool.
1178	incorrect	Bill must have been using degrees Celsius if 28 is a warm temperature.	A thermometer.
3252	incorrect	Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.	Sammy's idea - Because using things all made of wood would be harder to discriminate.
2186	correct	The negative terminals of the D-cell batteries are facing each other, so there is no flow of electricity.	The D-cell is hooked up to the negative end and the other negative end and it cannot get any energy.
285	contradictory	The boat with 0 marbles is the standard in this experiment.	A 2 boat.
3905	correct	Agree. Vibrations are movements. Vibrations produce sound.	Yes because vibration is a type of movement and sound is made by vibration.
4566	correct	The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.	The clay is very light so it can be carried farther than the sand and pebbles.
4211	incorrect	Many tiny bubbles will rise from the calcite when the calcite contacts the cold acid.	It will be separated in groups.
4118	contradictory	Water will always flow downhill (mountain to valley).	Because the water flow to the basin which is the rose mountains.
3451	correct	The black areas in the 2 collectors (and the collectors themselves) are the same size. The amount of heat absorbed will be the same so the temperature change will also be the same.	Because the solar water heaters are the same size and there is the same amount of water in each container.
2061	correct	The concentrations are the same because both mixtures are saturated.	The same because once a solution is saturated it is at its highest level of concentration.
2958	incorrect	If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.	If the food contains acid and how much.
324	correct	Greta and Andre have different sized hands.	Greta could have had a bigger hand.
3453	correct	The black areas in the 2 collectors (and the collectors themselves) are the same size. The amount of heat absorbed will be the same so the temperature change will also be the same.	Because they look the same so it would be the same.
2926	correct	The mirror would complete the image of the object and make the object appear whole.	The other part of that shape of the flat figure.
2013	correct	If the effort is applied farther from the fulcrum, less effort will lift the load.	The farther away the effort is the easier it is to lift the load.
2425	correct	Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.	She will know which one has the most sugar by measuring the volume and if the food has a lot of sugar. You will see it because it will have a lot of carbon dioxide in the bag.
463	correct	A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.	She made a solution because she said that the water was clear and that is a solution.
3833	incorrect	So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.	We use standard units because if somebody makes bottles of water the put at the bottom how many liters it is.
2798	correct	A heat sink is any material that absorbs (a lot of) heat.	A heat sink is an object that can attract heat.
2038	correct	If the effort is applied farther from the fulcrum, less effort will lift the load.	The farther away the effort is from the fulcrum the less effort it takes. The closer the effort is to the fulcrum the more effort it takes.
1383	incorrect	You have to pull up in this system.  In the single fixed pulley system, you get a directional advantage.	You have to use less effort.
2215	incorrect	All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.	Same ball and stand on the line.
8	correct	Elena should include a separate shelter for each lizard.	A lizard needs food, home, space, air, water.
932	incorrect	Water heats up faster when covered.	Is that covered is more lighter.
4303	correct	Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.	She should attach one wire to a D-cell and the other to a switch. Then, she connects the D-cell and switch with a wire.
3582	incorrect	The rubber band vibrates.	It cuts through.
2358	incorrect	If the key sticks, the key is iron; if the key does not stick the key is aluminum.	If it attracts or drops when you let it go.
1634	incorrect	The water splashed because the fork was vibrating. Vibrations make sounds.	Seeing what happens helps understand because you can see what is happening when you do it.
708	incorrect	Use a standard unit of mass like grams.	Get the same size.
4412	correct	Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.	Because it had no vitamin C.
906	correct	When the string was shorter, the pitch was higher.	It gets higher when it is short and lower when it is longer.
24	correct	Elena should include a separate shelter for each lizard.	Well, food, water, some leaves, some dirt, a stick or 2 and some rocks and grass.
1679	correct	If the motor runs, the object is a conductor.	He will know if the motor runs.
2621	correct	The launch position (line on the playground) is the variable that is controlled.	Where they threw the ball.
743	incorrect	In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.	It happens because the earth is rotating and it does not stay on the same place every time of day.
2904	incorrect	The mirror would complete the image of the object and make the object appear whole.	You see people upside down and kite, cart, cow, buoyant.
877	incorrect	When 2 variables are changed, it is impossible to determine which variable is causing what effect.	It would not provide useful information because you would also need to know how much the blue heated up covered to.
1842	correct	The particles of the solid are too big to go through the holes in the paper filter.	The solid does not go through the filter like the liquid because the liquid is small enough to go through the filter but the solid is too large.
1618	incorrect	The water splashed because the fork was vibrating. Vibrations make sounds.	Because it was vibrating. I do not know what it means!
3155	incorrect	During a flood there is more water in the creek and the water flows faster.	They both create erosion.
1386	correct	You have to pull up in this system.  In the single fixed pulley system, you get a directional advantage.	You have to pull up on this pulley system. On the single fixed you get a directional advantage.
142	correct	No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.	They are not pure sugar. My evidence is pure sugar has 200 milliliters. They only have 150.
1657	correct	If the motor runs, the object is a conductor.	If the motor starts running.
4266	correct	Crystals of different materials have different shapes. So the shape will help identify the material.	If he has a chart he can just match to whichever one it looks like.
1590	incorrect	The tree blocks the light from the Sun.	Because the sun is up.
1708	incorrect	Jim would see a clear solution. 3 spoons of solid dissolves, so 2 spoons will dissolve.	It would dissolve because 100 milliliters of water gives the solid more room to dissolve.
2542	incorrect	Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.	Topaz has to have X, Y, Z as minerals.
1936	correct	Earth materials settle out during deposition.	During deposition earth material is deposited it formed deltas, a canyon, and a channel.
202	correct	A reaction was indicated by the bubbles of gas (a new material) being produced.	A few bubbles came. Gas.
369	incorrect	The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).	Well the vinegar if you beating a rock it will store bowl.
4874	correct	Both finger patterns are loops.	They are both loops.
1328	contradictory	The harder coin will scratch the other.	It would tell her because she could scratch the penny on the nickel and the nickel on the penny and see which one is scratched.
40	correct	Yes, they could both be correct. Solubility is not the same for all materials.	Yes it is possible both solubility's are correct different solubility's very possible because some substances are more able to dissolve in less space than others.
68	incorrect	Yes, they could both be correct. Solubility is not the same for all materials.	Yes because silver nitrate might be heavier.
2136	incorrect	A chemical reaction occurred. [The white solid is a precipitate (a new material) which indicates the reaction.]	It indicates a precipitate.
1985	contradictory	You can not tell because we do not know the strength of the magnets. If the magnets are weak, the second piece of foam might put too much distance between the 2 magnets for the interaction to hold the magnets in place. If the magnets are strong the magnets might stay in place.	Because the 2 foam blocks are too thick.
2543	incorrect	Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.	Because it is harder.
4784	incorrect	The crystals are the same shape as the alum crystals.	Because I looked at the crystals and looked at the key and compared it. Then I saw a match.
4378	correct	The shorter the string is, the more the string swings in 15 seconds.  The longer the string is, the less the string swings in 15 seconds.	The shorter the string the more times it swings.
4428	correct	Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.	There is no vitamin C in the drink.
4554	correct	The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.	Clay is where I indicated it because clay is the lightest material so it travels the farthest.
3442	contradictory	The black areas in the 2 collectors (and the collectors themselves) are the same size. The amount of heat absorbed will be the same so the temperature change will also be the same.	Because I think it might be higher.
2509	correct	That circuit is the only circuit that uses all of the correct contact points.	Because the negative is connected to the black part and the positive side is attached to the shiny part.
1444	correct	Rub the minerals together and see which one scratches the other.	Georgia could rub them together.
58	incorrect	Yes, they could both be correct. Solubility is not the same for all materials.	Yes because something else can have the exact same thing and it does not have to be like that.
2667	incorrect	You can see how much time is taken for the earth materials to move.	Clay sand pebbles.
3704	incorrect	Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.	The A one is kind of bluer and it must have been smooth because it does not have any bumps. B you could see it was bumpy.
2763	correct	The elytra are used to make sounds.	The elytra makes sounds. Example danger, Example did you have a good day.
2204	correct	All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.	Where they throw the ball, use the same ball, they all get a running start.
4619	incorrect	C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.	C. There is more black to attract the sun.
2352	incorrect	If the key sticks, the key is iron; if the key does not stick the key is aluminum.	If the key sticks.
1659	correct	If the motor runs, the object is a conductor.	If the motor comes on.
2176	contradictory	The negative terminals of the D-cell batteries are facing each other, so there is no flow of electricity.	Because the motors do not have a minus side. They both have a positive side.
3291	incorrect	Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.	Sammy - It is Sammy.
2477	correct	The circuit is not complete. The electrical pathway is broken.	It is not a complete circuit.
178	correct	A reaction was indicated by the bubbles of gas (a new material) being produced.	She made a reaction because it started to bubble after a while.
3590	correct	The rubber band vibrates.	Because the rubber band is vibrating.
1615	incorrect	The water splashed because the fork was vibrating. Vibrations make sounds.	Because if you bang it on the wood it starts to make a weird sound! But if you put it in water, you can see that it is moving because the water goes swash so you can see it move.
397	correct	If a part of the plant contains seeds, that part is the fruit.	If has seed, in it the do have seeds, in it.
2182	incorrect	The negative terminals of the D-cell batteries are facing each other, so there is no flow of electricity.	Because one has the most power than the other one.
3570	correct	The rubber band vibrates.	Because it vibrates.
1820	incorrect	When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.	If there are the mass of the beans and the fertilizer they will be different.
798	incorrect	No, string is an insulator, so the pathway would not be completed.	No because the string had not metal or iron.
453	correct	Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).	A delta forms whenever a river picks up dirt, sand and clay and carries them to the mouth of the river were it is weakened so it drops the materials and forms a delta.
738	correct	In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.	This is happening because the sun rises in the east so in the morning the shadow will be in the west. The sun sets in the west so the shadows will be in the east.
4055	incorrect	The crystals were square with Xs on the surface.	Because salt is a crystal.
1741	correct	The bulb will light.	The light will run.
3981	incorrect	The cotyledon provides food for the plant until the plant can make food for itself.	The cotyledon stores the food.
4277	incorrect	Crystals of different materials have different shapes. So the shape will help identify the material.	You can use your own mixtures and see what it looks like.
718	contradictory	In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.	This happens because in the morning the sun rises north that is why the bus points in the street. The bus points the opposite direction, because the sun sets west.
4968	correct	When the string is longer, the pitch will be lower.	The pitch would be low.
2165	contradictory	The negative terminals of the D-cell batteries are facing each other, so there is no flow of electricity.	They will not run because the electricity is going in a circle. And the electricity would be run in and out.
3885	incorrect	The loops begin at opposite sides of the print.	They one are in different directions.
3031	incorrect	The cotyledon provides food for the plant to begin growing.	Feed it.
3835	correct	So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.	I think because if we do not use a standard unit we would get the answer wrong.
4903	incorrect	She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.	Because a topographic map shows you if a place is going to be steep it also shows you what other roads or rivers to take well in other words it gives you more detail.
4800	incorrect	The more blocks the truck carries, the less distance the truck travels in 10 seconds.	The more blocks the harder the truck tries to go faster causing it to go slower.
4609	contradictory	Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.	The solutions both have the same amount of water, but not the same amount of clear material on the bottom. So cup one wins.
1323	incorrect	The harder coin will scratch the other.	If it makes a scratch or a little dent.
4284	correct	Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.	She would put and back it to a D-cell.
2863	incorrect	Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.	Put the rock in vinegar.
4394	correct	The shorter the string is, the more the string swings in 15 seconds.  The longer the string is, the less the string swings in 15 seconds.	The shorter the string the more swings the longer the string the less the swings.
4322	correct	Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.	To complete the circuit she needs to connect both ends of the wire to both end of a D-cell. You can use a switch.
4811	incorrect	The more blocks the truck carries, the less distance the truck travels in 10 seconds.	The number of blocks is measuring by meters.
3047	correct	A standard is used for comparison to determine how changing one variable changes the results.	So that you can see the results of an experiment before a variable is changed so you can compare.
4841	incorrect	When a paperclip sticks to a magnet, the paperclip turns into a temporary magnet, so the paperclip can stick to other paperclips and other things made of iron.	He is able to by letting the force go through the paperclips and making them all attract not repel because hand makes a repel and that is a magnetism of science.
4525	contradictory	A. Dry soil heats more quickly and cools off more quickly than water. The graph shows A heats and cools more quickly than B, so A must be the dry soil.	B. The graph helped me because dry soil is not a heat sink like water so it does not absorb the heat as fast.
1987	correct	You can not tell because we do not know the strength of the magnets. If the magnets are weak, the second piece of foam might put too much distance between the 2 magnets for the interaction to hold the magnets in place. If the magnets are strong the magnets might stay in place.	It depends on how big or thick the sponge is. It also depends on how strong the magnets are.
4556	incorrect	The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.	The clay is deposited where I indicated because the river has brought the clay in the lake.
1089	correct	Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.	Yes. Because anything black will absorb the heat, and the heat will make the box hotter every 5 minutes that she checks. But if she was talking about the white box the answer would be no because white does not absorb heat like black does, it just makes it even cooler than hotter. So the answer is Yes!
1786	correct	The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.	If you see a mark that does not mean it is the softest. If it is pushed in that means it is the softest and the harder one there is nothing.
621	incorrect	When the string was tighter, the pitch was higher.	When you tighten it up it would sound different.
1821	contradictory	When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.	The mass of beans harvested is getting bigger and higher.
2183	incorrect	The negative terminals of the D-cell batteries are facing each other, so there is no flow of electricity.	Because one D-cell has to be between the motors.
1905	contradictory	Earth materials settle out during deposition.	The materials like burst away.
1267	incorrect	20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.	Because I looked at my graph to tell what it would be.
183	correct	A reaction was indicated by the bubbles of gas (a new material) being produced.	Because there are bubbles and the shells just disappeared.
359	correct	The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).	The calcite crystals were lines and the salt crystals were pyramids and squares.
3654	incorrect	As time increases, the number of tree rings also increases.	That there is a lot of rings and a lot of time.
4083	incorrect	The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.	Because he put water in it so the salt dissolved with the water and ran right through.
2829	incorrect	A heat sink is any material that absorbs (a lot of) heat.	A heat sink is something that takes water to absorb.
3044	incorrect	The cotyledon provides food for the plant to begin growing.	The baby inside the seed.
3124	incorrect	Compare prints to see if the patterns are the same.	The carbon printings will look the same.
787	correct	No, string is an insulator, so the pathway would not be completed.	Because it will not let electricity through the string.
617	correct	When the string was tighter, the pitch was higher.	When you tighten it it makes a higher pitched.
2603	correct	The launch position (line on the playground) is the variable that is controlled.	They controlled the line.
1311	correct	Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).	Jim could put the solution in an evaporation dish and the solid will be the crystals and the water will evaporate.
1410	correct	There is a complete circuit connecting the bulb to the D-cell battery.	That happens because if you move it to the left she just closed that circuit.
2078	incorrect	The concentrations are the same because both mixtures are saturated.	One, 2, 3 they all are clear with no material on the bottom.
859	incorrect	When 2 variables are changed, it is impossible to determine which variable is causing what effect.	Because they are different colors.
2246	incorrect	Different girls are throwing the balls. The girls use different launch techniques. Each girl uses a different type of ball.	What kind of ball you use, and how you throw it.
1560	correct	If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.	The shorter strings make a higher sound because the vibrations do not travel as long.
1120	contradictory	Seeing multiple colors would show that vinegar can separate the permanent ink.	She will not because the ink will not separate.
3300	contradictory	Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.	Nathaniel - Because they are all different shapes and sizes so they are easier to discriminate.
745	incorrect	In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.	Because the sun rises in the east and sets on the west. So in the morning the shadows will be facing one direction and on the afternoon it will be facing the other way.
1531	correct	If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.	It is different because the little string makes a height sound.
638	incorrect	When the string was tighter, the pitch was higher.	By moving her finger.
